Sample	Total_base	Total_read	Clean_read	Mapped_read	Mapping_ratio	Dedup_read	Dedup_base	Genomic_base	Genomic_coverage	Genomic_depth	Lambda_percent	Conversion_ratio	CpG_TotalCpG.1X.	CpG_TotalUnique.1X.	CpG_MeanCov.1X.	CpG_MethRatio.1X.	CpG_MethReadRatio.1X.	CpG_TotalCpG.3X.	CpG_TotalUnique.3X.	CpG_MeanCov.3X.	CpG_MethRatio.3X.	CpG_MethReadRatio.3X.	CpG_TotalCpG.5X.	CpG_TotalUnique.5X.	CpG_MeanCov.5X.	CpG_MethRatio.5X.	CpG_MethReadRatio.5X.	CpG_TotalCpG.10X.	CpG_TotalUnique.10X.	CpG_MeanCov.10X.	CpG_MethRatio.10X.	CpG_MethReadRatio.10X.	CHH_TotalCHH.1X.	CHH_TotalUnique.1X.	CHH_MeanCov.1X.	CHH_MethRatio.1X.	CHH_MethReadRatio.1X.	CHH_TotalCHH.3X.	CHH_TotalUnique.3X.	CHH_MeanCov.3X.	CHH_MethRatio.3X.	CHH_MethReadRatio.3X.	CHH_TotalCHH.5X.	CHH_TotalUnique.5X.	CHH_MeanCov.5X.	CHH_MethRatio.5X.	CHH_MethReadRatio.5X.	CHH_TotalCHH.10X.	CHH_TotalUnique.10X.	CHH_MeanCov.10X.	CHH_MethRatio.10X.	CHH_MethReadRatio.10X.	CHG_TotalCHG.1X.	CHG_TotalUnique.1X.	CHG_MeanCov.1X.	CHG_MethRatio.1X.	CHG_MethReadRatio.1X.	CHG_TotalCHG.3X.	CHG_TotalUnique.3X.	CHG_MeanCov.3X.	CHG_MethRatio.3X.	CHG_MethReadRatio.3X.	CHG_TotalCHG.5X.	CHG_TotalUnique.5X.	CHG_MeanCov.5X.	CHG_MethRatio.5X.	CHG_MethReadRatio.5X.	CHG_TotalCHG.10X.	CHG_TotalUnique.10X.	CHG_MeanCov.10X.	CHG_MethRatio.10X.	CHG_MethReadRatio.10X.	orig.ident	nCount_RNA	nFeature_RNA	percent.mt	Cell_id	Embryo	Grade	Day	Preservation	Batch	Group	Index	Lineage	Stage	PBAT_index	PBAT_batch	lambda_percent	Meth_QC
human_E49_D6_Allo_ST_105	2124405750	28325410	26084038	11910811	45.6632	6584492	923592534	853619615	17.4592	0.2909	7.5762	99.5033	13339650	9639100	1.383910324	23.89142486	22.44580212	2696347	736173	3.662654023	17.01914278	16.28657003	602430	90111	6.685421314	12.24924049	11.99341494	116430	3205	36.3276131	10.07293916	11.49433814	135006587	106368678	1.269232537	1.028906058	1.038211162	17242750	5021332	3.433899611	0.956166043	1.241904314	2453933	405168	6.056581467	1.909661153	3.435796711	286661	10101	28.37946738	16.87991288	17.37804012	46402261	35622717	1.302603083	0.928936376	0.911027363	6914289	1993573	3.468289849	0.722264813	0.862768314	1091524	182734	5.973294516	0.773953889	1.654658661	103279	3632	28.43584802	6.158890419	11.03603269	ST1228	245153	8078	2.67343250949407	ST1228_R3.sc89	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R3	TE	5	ST0224_D4	ST0224	10	Pass
human_E49_D6_Allo_ST_106	1787905950	23838746	21662182	9803090	45.2544	6638353	929495293	874942916	18.454	0.2981	5.869	99.5202	13467373	8831911	1.524853794	30.38833026	27.75799431	3888293	960146	4.049689318	20.39708363	20.08024167	1320518	175561	7.521704707	14.3461394	17.2921695	358207	9143	39.17827846	10.91297605	25.45985246	126908047	94107376	1.348545166	0.92804398	1.181287933	23311349	6305048	3.697251631	0.896295121	2.364313815	5486451	794732	6.903523452	1.376563319	7.356137869	1139410	26305	43.31533929	9.488714693	31.09210899	44531213	31924400	1.394895848	0.857423959	1.016252495	9460620	2538578	3.726739931	0.722174158	1.622616311	2391450	361463	6.616029856	0.777283567	4.317097485	404323	12747	31.71907115	3.081891425	22.13627419	ST1228	298316	8772	3.07727376339184	ST1228_R3.sc90	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R3	PE	5	ST0224_D4	ST0224	10	Pass
human_E49_D6_Allo_ST_107	1969070400	26254272	23887074	10382271	43.464	6239777	875421504	817845439	17.043	0.2787	6.577	99.4842	12017037	8185949	1.468007802	26.00244493	23.94742524	3082463	806309	3.822930167	18.06359357	17.01447679	881989	132116	6.675868176	12.55091806	12.1940435	157002	5576	28.15674319	8.654865495	11.27249468	117377965	88720373	1.323010274	0.868247653	0.90096345	19399897	5483340	3.537970835	0.847358657	1.131075915	3635841	598417	6.075764893	1.382548574	2.630673646	376103	15519	24.23500226	9.582833301	15.00998936	40733553	29879419	1.36326456	0.791686699	0.791816046	7780311	2167284	3.589889927	0.646633575	0.806379187	1631562	269067	6.063775937	0.671629371	1.426304952	155895	7113	21.9169127	2.985706453	9.197216332	ST1228	67365	7029	5.09611816225043	ST1228_R3.sc91	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R3	EPI	5	ST0224_D4	ST0224	10	Pass
human_E49_D6_Allo_ST_108	2082448200	27765976	25117296	8402812	33.4543	3864436	541747200	466836574	9.1427	0.1591	13.8276	99.4944	12060509	8229512	1.465519341	26.56643252	24.44274892	3079064	804777	3.825984092	18.35952719	17.30990109	883620	132725	6.657524958	12.93650586	12.56016259	156321	5626	27.78546036	9.30594561	11.38109915	117835073	89345259	1.31887326	1.274112304	1.245027681	19177559	5420236	3.538140959	0.928915975	1.206953801	3605765	594097	6.06932033	1.353951998	2.64280472	369832	15258	24.23856338	9.980304758	15.4319219	40924120	30080911	1.360468106	1.113187736	1.065003828	7756645	2159024	3.592662703	0.735680196	0.906235164	1637167	270022	6.063087452	0.776382702	1.575518612	156195	7152	21.83934564	4.235036353	9.986105701	ST1228	193115	7495	2.84286565000129	ST1228_R3.sc92	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R3	PE	5	ST0224_D4	ST0224	10	Pass
human_E49_D6_Allo_ST_11	1456716150	19422882	17779270	9085535	51.1018	7301423	1015172813	992496919	21.3945	0.3382	2.2337	99.4883	15702913	10766629	1.458479994	27.5226822	25.26115651	3926411	1031030	3.808241273	18.4434578	17.54883607	1086236	160406	6.771791579	12.39238183	12.85798417	204711	5804	35.2706754	10.4085286	15.85644694	153701577	117519661	1.307879683	1.042275729	1.08137239	23836397	6758129	3.527070436	0.89950788	1.387212238	4287159	690258	6.210951557	1.479892982	3.912939702	537664	16308	32.9693402	12.77524589	22.40017312	52907234	39204290	1.349526646	0.939379308	0.941103801	9621091	2693351	3.572163821	0.707965219	0.976656288	1928238	314619	6.12880341	0.715735763	2.063907433	207237	7490	27.66849132	4.226088117	13.95160575	ST1228	86997	7088	3.52196052737451	ST1228_R1.sc11	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	TE	5	ST0224_D1	ST0224	10	Pass
human_E49_D6_Allo_ST_12	1567878300	20905044	19007022	5944820	31.277	4577508	636261231	598378538	13.5063	0.2039	5.954	99.4748	19799921	13220417	1.497677494	26.87640009	24.39118452	5391690	1417449	3.803798232	17.64096389	16.66025432	1514455	232167	6.523127749	12.0085171	11.88483375	235110	7892	29.79092752	10.36255449	12.34489205	188325818	142436145	1.322177162	2.976151484	2.755378625	30835438	8747225	3.525168039	1.565370089	1.890277458	5614030	928651	6.045360421	1.785604786	3.514157609	557750	21088	26.4486912	13.0842261	20.93552638	66148523	48158837	1.373549012	2.4623009	2.244127119	12968014	3620727	3.58160502	1.298965014	1.456190155	2675174	444360	6.020285354	1.18814531	2.045490862	239532	10497	22.81909117	5.349932362	11.67646644	ST1228	184233	8502	2.86105095178388	ST1228_R1.sc12	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	TE	5	ST0224_D1	ST0224	10	Pass
human_E49_D6_Allo_ST_13	1729110750	23054810	21128090	10077573	47.6975	7549385	1049673705	1002285805	20.8747	0.3415	4.5145	99.5049	14873824	10182693	1.460696497	30.76334062	28.25502467	3752510	988794	3.795037187	20.85449867	19.70770607	1040074	158299	6.570313142	14.42530174	14.094105	170985	6220	27.48954984	11.58569936	13.55089762	145610129	110990125	1.311919678	1.264705301	1.23732788	23036992	6531689	3.526957882	0.930777537	1.225371446	4210889	696172	6.048633096	1.400107545	2.782077851	421416	17841	23.62064907	11.45008127	17.18609365	50751120	37433994	1.355749536	1.097777836	1.048426163	9456442	2640362	3.581494507	0.721779415	0.889732312	1951622	323470	6.033394132	0.75865428	1.571926264	180491	8481	21.28180639	4.385274142	10.418738	ST1228	224416	9110	2.37460787109654	ST1228_R1.sc13	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	PE	5	ST0224_D1	ST0224	10	Pass
human_E49_D6_Allo_ST_14	1488077700	19841036	17960338	7952501	44.2781	6069043	841239251	774206377	16.4706	0.2638	7.9684	99.5175	10882890	7395527	1.471550303	29.98505272	27.52503072	2780348	749658	3.708821889	20.4063946	19.27632138	707091	114569	6.17174803	14.26889892	13.29220871	78767	3795	20.75546772	8.124179183	6.464593675	107582025	80048454	1.343961309	0.916052575	0.880464336	19003059	5429840	3.499745665	0.750048331	0.790506213	3342957	581414	5.74970159	0.920237834	1.06130632	167409	10235	16.35652174	3.195858329	3.862948229	37205993	26959482	1.380070767	0.81880305	0.771246039	7407298	2090243	3.543749698	0.601081348	0.607343559	1447121	250720	5.77186104	0.589397854	0.635056073	71778	4498	15.957759	1.551258337	1.786027892	ST1228	81194	7922	5.40803507648348	ST1228_R1.sc14	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	TE	5	ST0224_D1	ST0224	10	Pass
human_E49_D6_Allo_ST_15	1570750950	20943346	19017576	9105665	47.8803	6849561	953659519	897061648	18.8353	0.3057	5.9348	99.4637	11351124	8037688	1.412237449	25.15955591	23.10217364	2513993	682432	3.683873265	16.28823179	15.31529231	601522	94142	6.389517962	10.83828132	10.01026278	89941	3301	27.24659194	7.842705241	6.031562135	110485320	85814658	1.287487739	2.215662568	2.015622204	15629195	4531962	3.448659764	1.077794898	1.147062545	2392222	413147	5.79024415	1.264060903	1.673513809	154912	7773	19.92949955	8.649446803	9.039937577	38426899	29044337	1.323042733	1.835699419	1.651814717	6301088	1803386	3.494031782	0.873896415	0.918479044	1087192	186562	5.827510425	0.857691759	1.155649297	70427	3505	20.09329529	5.687315264	6.551467477	ST1228	89201	7971	4.45510700552684	ST1228_R1.sc15	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	EPI	5	ST0224_D1	ST0224	10	Pass
human_E49_D6_Allo_ST_16	1491798600	19890648	18160022	8382652	46.1599	6174637	854733005	794726619	16.081	0.2708	7.0205	99.478	9841195	6837224	1.439355358	29.08991999	27.01613746	2331106	627427	3.715342183	20.65315825	19.47932738	584006	90536	6.450539012	14.58550654	13.49831135	93366	3941	23.69094139	9.128218726	8.244872009	103952042	78360912	1.326580298	1.140046267	1.076578413	17229710	4935263	3.491143228	0.770853594	0.862540598	2928347	499937	5.857432036	1.02595561	1.445395037	216437	11316	19.12663485	7.853359844	8.003727505	35055052	25811856	1.358098852	1.004440314	0.9355019	6499446	1842492	3.527530106	0.647204297	0.692238654	1210091	206724	5.853655115	0.689675848	0.926545342	82640	4657	17.74532961	3.932778613	5.001174855	ST1228	178924	8910	3.37238156982853	ST1228_R1.sc16	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	TE	5	ST0224_D1	ST0224	10	Pass
human_E49_D6_Allo_ST_51	2154514050	28726854	26935242	13200082	49.0067	9021986	1264697355	1212604329	24.3428	0.4132	4.119	99.4333	5577865	3535262	1.577779808	32.88970612	29.66206582	1772307	449842	3.939843323	22.97446266	21.2414095	589453	89791	6.564722522	15.97855353	14.76403539	98390	5331	18.45619959	8.708416807	8.908440594	58539781	41190023	1.421212632	3.302750677	2.818922751	13303394	3662902	3.631927363	1.298458531	1.395374783	3056871	511909	5.971512515	1.329988299	1.768185641	247783	16213	15.28298279	5.913808055	8.222518736	19749161	13485707	1.464451289	2.69493758	2.248012886	4997798	1353416	3.692728622	0.999942804	1.053037442	1271280	210848	6.029367127	0.861915693	1.168509101	109307	7346	14.87979853	3.033793901	5.332646125	ST1228	119125	8111	3.47953830010493	ST1228_R1.sc51	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	EPI	5	ST0224_D2	ST0224	10	Pass
human_E49_D6_Allo_ST_67	1880035650	25067142	23474286	11329037	48.2615	7185925	1007528574	934892275	19.043	0.3185	7.2094	99.4509	12932127	9633087	1.342469657	21.37650045	19.81216026	2281280	633809	3.599317776	13.15757365	12.51388374	449306	66573	6.749072447	8.713733796	8.461727842	95871	2796	34.28862661	9.303426323	8.025299621	121004990	98886492	1.223675626	0.989289655	0.981541441	12075532	3573764	3.378939404	0.850807023	1.069635052	1445707	239155	6.045062825	1.6736238	3.087488177	180340	6929	26.0268437	15.76206235	15.36205933	42836036	34047515	1.258125182	0.874591885	0.851897656	5202046	1522844	3.416007155	0.651596821	0.769585398	704175	117667	5.984473132	0.811551667	1.621480825	75865	2853	26.5913074	8.172891693	9.663187504	ST1228	34461	5146	4.48623081164215	ST1228_R1.sc67	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	PE	5	ST0224_D3	ST0224	10	Pass
human_E49_D6_Allo_ST_79	1463074350	19507658	18543344	8277138	44.6367	5762428	807729859	734458996	15.6865	0.2503	9.0712	99.4928	8265531	6304273	1.311099789	22.90877629	20.97978514	1316195	349360	3.767446187	12.70746459	11.51574381	303559	35083	8.652595274	8.211678021	6.433002612	120086	1946	61.70914697	8.654604317	3.968762887	73346890	61156238	1.199336199	1.43962237	1.407690681	6357540	1860747	3.416660083	1.165547106	1.48032628	820759	119638	6.860353734	3.187444207	4.44492482	192189	4483	42.87062235	18.03687932	9.630649725	26366481	21444121	1.229543566	1.199652509	1.164461937	2792978	800883	3.487373312	0.751599872	1.095806533	424622	59215	7.17085198	1.257937854	3.261722732	111611	2023	55.17103312	12.32004449	9.850237342	ST1228	133398	8060	4.00905560803011	ST1228_R1.sc79	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	PE	5	ST0224_D1	ST0224	10	Pass
human_E49_D6_Allo_ST_80	1529377200	20391696	18442404	8654198	46.9255	6463869	903982635	864967489	18.5457	0.2947	4.3159	99.4754	12816096	9156809	1.399624695	27.57965292	25.10551164	2771441	747953	3.705367851	16.52699305	15.47416934	686773	107043	6.415860916	10.51630933	9.919612667	103185	3891	26.51888975	8.673708558	7.44687755	120832765	95802820	1.261265222	3.436191255	3.180796277	15241038	4411241	3.455045417	1.790303971	2.005874475	2370823	400081	5.925857514	2.320032468	3.514275414	208998	9534	21.92133417	14.68579085	17.77475	42618940	32745978	1.301501516	2.795229826	2.551990269	6490606	1849028	3.510279996	1.361274356	1.523866979	1161326	195611	5.936915613	1.358741635	2.325635859	96108	4448	21.60701439	8.797126799	14.55966923	ST1228	205779	8660	2.65576176383402	ST1228_R1.sc80	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	EPI	5	ST0224_D1	ST0224	10	Pass
human_E49_D6_Allo_ST_81	2159314200	28790856	27016182	7506991	27.787	5187979	727152931	675674929	14.9	0.2302	7.0794	99.4838	10191374	7440709	1.369677809	21.37190986	19.57991723	2031956	553760	3.669380237	12.76557005	12.05550682	481593	76545	6.291632373	8.496101248	8.118681999	65275	2811	23.22127357	7.106289577	6.31931306	92893828	74958380	1.239272087	1.003607928	0.973550367	10537054	3064538	3.438382556	0.786472356	0.882630036	1585423	271511	5.839258815	1.176173304	1.635402073	116308	6113	19.02633731	7.23161132	8.408654865	33310726	26068670	1.277806885	0.855412705	0.817981777	4626707	1324942	3.492007197	0.60645789	0.655318534	801235	136545	5.867919001	0.715709839	0.953037573	58393	3311	17.63606161	4.315964965	4.935529772	ST1228	56160	6589	7.68696581196581	ST1228_R1.sc81	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	TE	5	ST0224_D2	ST0224	10	Pass
human_E49_D6_Allo_ST_82	1952831400	26037752	24386128	10730707	44.0033	7073782	991582288	937028597	18.981	0.3193	5.5017	99.464	12076893	8628027	1.399728235	22.92355735	20.78211183	2615987	706771	3.701321927	13.40069373	12.51892339	646335	101438	6.3717246	8.326328792	7.819155918	93311	3606	25.87659456	6.650524126	5.557602319	109550684	86994370	1.259284756	0.748788128	0.752135127	13700152	3971693	3.449448887	0.741094898	0.840444519	2119466	363191	5.835678748	1.235180855	1.631688411	153497	7636	20.10175485	7.337422734	7.90439761	39166657	30145010	1.299274971	0.688213932	0.671590679	5923684	1690076	3.504980841	0.575220203	0.607520887	1053474	179611	5.865308918	0.594552449	0.776766831	75202	3878	19.39195462	2.441993296	3.636839446	ST1228	62477	6632	7.13382524769115	ST1228_R1.sc82	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	TE	5	ST0224_D2	ST0224	10	Pass
human_E49_D6_Allo_ST_83	1805999850	24079998	22671062	11473528	50.6087	8102850	1136824776	1076035686	22.7264	0.3666	5.3473	99.4594	11234114	7772803	1.445310527	25.1388869	22.3047985	2769424	732221	3.782224219	13.85922495	12.96112444	772285	121141	6.375091835	9.167389653	8.772432068	103098	4279	24.09394718	7.4	7.01956585	95730145	74575003	1.283676046	2.767490177	2.525153463	13816815	3927756	3.517737609	1.322036878	1.507822688	2530038	428510	5.904268278	1.67276486	2.536970472	184250	9534	19.32557164	11.61279526	15.77316896	34855670	26216855	1.32951378	2.236390223	2.012634851	6069568	1696151	3.578436118	1.022767543	1.166349269	1264109	212852	5.938910605	1.075007799	1.767912664	91702	4832	18.97806291	6.98142798	12.19183039	ST1228	221815	8970	2.93532899037486	ST1228_R1.sc83	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	PE	5	ST0224_D2	ST0224	10	Pass
human_E49_D6_Allo_ST_84	2062217550	27496234	25641182	10023280	39.0906	5320972	745327281	672586270	12.7008	0.2292	9.7596	99.4663	16488597	10951458	1.505607473	24.09729476	21.66518525	4587985	1207109	3.800804236	15.29982918	14.27369716	1318135	208906	6.309703886	10.16490268	9.53491216	167953	8486	19.79177469	6.062375678	5.703272761	154516993	115478875	1.338054194	0.938185041	0.922945111	27063421	7654503	3.535620928	0.820301868	0.923283249	5176525	884458	5.852765196	1.258426177	1.586569992	328834	19884	16.53761819	5.454081674	7.008073344	54510524	39318846	1.386371411	0.843729924	0.807905061	11208671	3117730	3.59513845	0.656130242	0.687666559	2416912	409597	5.900707281	0.65576762	0.810215163	160796	10121	15.88736291	2.290656062	3.489526356	ST1228	89704	7763	5.52149291001516	ST1228_R1.sc84	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	TE	5	ST0224_D2	ST0224	10	Pass
human_E49_D6_Allo_ST_85	1758741600	23449888	21917952	9584740	43.7301	6075565	850314856	789672392	15.5237	0.2691	7.1318	99.4934	12592963	8473529	1.48615329	22.23606825	20.11294363	3371404	883400	3.816395744	14.34793879	13.39164781	978655	151885	6.443394674	9.542541726	9.049465287	143808	6509	22.09371639	6.417062529	6.879247399	118212757	88994597	1.328313864	1.187385245	1.13641087	20043149	5668800	3.535695209	0.861473575	0.997805384	3814297	644108	5.921828327	1.185127618	1.746245329	296059	16147	18.33523255	6.932821577	9.775670491	41623874	30319913	1.372823002	1.025277428	0.962391131	8233019	2289283	3.596330816	0.685835884	0.755330113	1773384	297321	5.964543372	0.709949751	1.028205843	140652	8053	17.46578915	3.073488141	5.421121065	ST1228	22607	4893	7.98867607378246	ST1228_R1.sc85	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	EPI	5	ST0224_D2	ST0224	10	Pass
human_E49_D6_Allo_ST_87	2220225900	29603012	27570844	9078430	32.9276	5096535	714819163	628938126	12.2522	0.2143	12.0144	99.5084	9895290	6889842	1.436214357	29.25007181	26.36407583	2376166	629651	3.773782619	17.46971454	16.23012698	654101	101897	6.419237073	10.9982448	10.31384398	95208	4432	21.48194946	7.706004061	7.162098458	91513580	71054859	1.287928529	1.38693064	1.307315432	13283028	3791259	3.50359287	0.906443226	1.040283539	2354467	398891	5.902532271	1.230535058	1.837870456	183531	10454	17.5560551	8.928468529	11.05424571	32448881	24415617	1.329021544	1.16409002	1.076282581	5580627	1567163	3.560974193	0.678695241	0.760141357	1121994	189052	5.934843324	0.7563482	1.135571661	87065	5177	16.81765501	4.628821711	6.923531155	ST1228	19424	4575	11.9079489291598	ST1228_R1.sc87	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	EPI	5	ST0224_D2	ST0224	10	Pass
human_E49_D6_Allo_ST_88	1666436250	22219150	20396498	9050411	44.3724	6352020	893539064	859645404	19.6399	0.2929	3.7932	99.5198	11374011	8117276	1.401210332	25.91696423	23.34787863	2489890	667473	3.730323174	14.68936086	13.86259167	636573	98177	6.483932082	9.93031596	9.665834052	101061	3944	25.6239858	11.9555426	9.692122876	107722455	85372365	1.261795371	10.23935945	9.333263804	13844546	3974765	3.483110574	4.430949332	4.98700283	2296805	380321	6.039122215	5.299973154	8.427768744	241456	10661	22.64853203	29.96865303	39.2365279	37696076	28932550	1.302895044	8.144525509	7.305850603	5843567	1650337	3.540832569	3.225366407	3.817753706	1107183	182058	6.081485021	3.554553604	6.67724285	117301	5033	23.30637791	23.90358236	36.81046786	ST1228	15965	3755	8.01127466332603	ST1228_R1.sc88	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	EPI	5	ST0224_D2	ST0224	10	Pass
human_E49_D6_Allo_ST_89	1809710700	24129476	22769934	8313833	36.5123	4897983	687054270	632532682	13.6346	0.2155	7.9356	99.4208	9952500	7096649	1.402422467	25.88589689	23.28373266	2194549	594051	3.694209756	14.41412318	13.54389868	542429	86943	6.23890365	9.21553259	8.830841622	66737	2832	23.56532486	7.447902542	7.013986095	87171984	68997632	1.263405446	1.00973511	0.993314978	11404054	3283877	3.47274091	0.908737303	1.037616744	1885468	324539	5.809680809	1.571011496	2.020403576	119809	6504	18.42081796	8.482713715	10.18200194	31377921	24094570	1.302281842	0.868682152	0.830034903	4891124	1389015	3.521289547	0.627547521	0.680839335	906897	155498	5.832210061	0.702211861	0.961083199	55778	3082	18.09798832	4.332858533	5.82124117	ST1228	135076	7171	3.21818827919097	ST1228_R1.sc89	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	EPI	5	ST0224_D3	ST0224	10	Pass
human_E49_D6_Allo_ST_90	1950986400	26013152	24377154	11108005	45.5673	6709951	940253337	860361839	17.6185	0.2932	8.4968	99.431	13668609	8972064	1.523463163	26.46566898	23.28650442	3979616	1034374	3.84736662	15.46063209	14.36365314	1217955	192916	6.313395467	10.25193322	9.680002233	147899	7812	18.93228367	6.471011265	6.22986004	120810815	89782314	1.345597029	1.135973198	1.078016734	22153297	6189585	3.579124772	0.818367044	0.906275047	4650005	789990	5.886156787	1.02772506	1.357380409	293965	18879	15.57100482	5.488236135	7.388966884	43317968	31048407	1.395175218	0.989070367	0.921126841	9292768	2553242	3.639595463	0.661437228	0.700344937	2180284	367861	5.926923485	0.65689891	0.833105944	141151	9332	15.12548221	2.424781397	4.018338446	ST1228	149166	7625	2.93230360806082	ST1228_R1.sc90	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	PE	5	ST0224_D3	ST0224	10	Pass
human_E49_D6_Allo_ST_91	1971447450	26285966	24672322	12313815	49.9094	8130543	1139675865	1063404754	21.9161	0.3623	6.6924	99.4477	14571596	10108281	1.441550349	27.72457386	25.07102474	3516414	941161	3.73625129	16.91016005	15.69890345	920691	145138	6.343555788	10.47555664	9.641995501	125094	5349	23.38642737	6.239383062	5.184772971	137548361	106508288	1.291433405	0.838089176	0.824115635	19992202	5751957	3.475721741	0.746301353	0.804266325	3306526	566494	5.836824397	1.054646634	1.245961148	226072	12173	18.57159287	4.139649224	4.4998228	48386357	36266494	1.33418899	0.766625427	0.738626569	8364325	2368686	3.531208864	0.618852161	0.626416219	1580657	269651	5.861862185	0.590906208	0.654231019	103993	5929	17.53972002	1.783661663	1.889566605	ST1228	41630	5804	4.71534950756666	ST1228_R1.sc91	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	TE	5	ST0224_D3	ST0224	10	Pass
human_E49_D6_Allo_ST_93	1840700550	24542674	22777338	10296843	45.2065	7026322	985288910	932378389	18.8539	0.3177	5.3701	99.439	11364120	7259728	1.565364432	24.30537574	21.42002855	3571605	903539	3.952906294	15.13821406	13.90780191	1213178	186693	6.49825114	10.02267327	9.350493736	178470	9607	18.57707921	6.138198189	6.050294055	100602056	73214043	1.374081418	1.254861644	1.153887967	20281041	5583209	3.632506145	0.777652126	0.860739932	4698375	785879	5.97849669	0.927853995	1.214486223	357092	23343	15.29760528	3.621934199	5.404468148	35979399	25221221	1.426552624	1.063457636	0.960731878	8416796	2273253	3.70253377	0.626679063	0.667802281	2182790	361540	6.037478564	0.600162057	0.780882797	177233	12017	14.74852293	1.842140301	3.28996925	ST1228	62035	6132	6.1449181913436	ST1228_R1.sc93	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	TE	5	ST0224_D3	ST0224	10	Pass
human_E49_D6_Allo_ST_94	1976905350	26358738	24461906	12047447	49.2498	8102147	1134708886	1042276104	21.1375	0.3551	8.146	99.4534	8464265	5304145	1.595783109	43.1766612	38.30539016	2806240	689381	4.070666293	28.92648859	26.20594578	1044415	154276	6.769782727	19.02405831	17.35794703	195714	10383	18.84946547	10.76083791	10.47287154	80020614	57112599	1.401102653	5.059635224	4.285804319	17579959	4768935	3.686349049	1.762902547	1.903525092	4406651	722603	6.098301557	1.677188705	2.346394089	421333	27586	15.2734358	6.532101428	10.29020613	27973942	19213678	1.455938941	4.111815041	3.387035171	7071854	1873851	3.773968154	1.308343193	1.412589318	2003942	323352	6.197400975	1.103715487	1.616374451	215019	14137	15.20966259	3.620113886	6.837072584	ST1228	150049	7467	2.98835713666869	ST1228_R1.sc94	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	TE	5	ST0224_D3	ST0224	10	Pass
human_E49_D6_Allo_ST_96	1936544850	25820598	23672264	9067512	38.3044	6659061	931203585	895007105	19.2907	0.305	3.8871	99.3711	9141879	7015987	1.303006833	50.35361251	47.27696068	1451657	386051	3.760272606	31.81597973	32.31910433	367059	50268	7.30204106	30.46157973	34.03597168	104139	4211	24.73023035	54.03518167	47.31375287	109539534	89627575	1.222163313	46.75814885	45.89241269	11547528	3186948	3.623381367	39.6296373	43.06141542	2438373	340725	7.15642527	56.35075075	62.85855322	653566	29158	22.41463749	83.45226696	83.02959972	34578503	27824703	1.24272676	40.85012207	39.46350454	4070830	1122605	3.626235408	29.57087668	32.7557796	845537	116433	7.262004758	39.04169187	49.17362238	236987	9013	26.2939088	76.47472207	80.0213413	ST1228	92099	6992	5.42568323217407	ST1228_R1.sc96	E49	5B+B	D6	Fresh	ST1228	ST	ST1228_R1	TE	5	ST0224_D3	ST0224	10	Pass
human_E50_D6_Allo_ST_17	2110973700	28146316	25550370	12861495	50.3378	8951552	1253681752	1210032076	23.7131	0.4123	3.4817	99.4683	8894335	6190026	1.436881687	27.31716806	24.68006721	2145861	568799	3.772617392	16.66420039	15.41953817	585675	91411	6.407051668	10.44689348	9.583987655	85493	4001	21.36790802	6.057980505	5.175846794	79883829	61846295	1.291651004	0.992489798	0.971559257	11817255	3375163	3.501239792	0.868096388	0.956345067	2075074	353673	5.867210672	1.244080097	1.551036594	148051	8414	17.59579273	5.670722605	6.395145457	28566272	21475356	1.330188519	0.85366986	0.81013659	4941606	1388470	3.559029723	0.614895648	0.64276314	985264	166355	5.922659373	0.670577981	0.791464734	74784	4430	16.88126411	1.863230248	2.528593683	ST1228	459113	10404	1.72789705366653	ST1228_R3.sc25	E50	5BB-	D6	Fresh	ST1228	ST	ST1228_R3	EPI	5	ST0224_D4	ST0224	10	Pass
